Credential,Years After Graduation,Field of Study (2-digit CIP code),Field of Study (4-digit CIP code),Median Income,Cohort Size
Doctoral degree,1,26. Biological and biomedical sciences,26.02. Biochemistry/biophysics and molecular biology,18300.00,50
Doctoral degree,1,26. Biological and biomedical sciences,"26.09. Physiology, pathology and related sciences",13200.00,40
Doctoral degree,1,26. Biological and biomedical sciences,26.15. Neurobiology and neurosciences,16800.00,20
Doctoral degree,1,"31. Parks, recreation, leisure and fitness studies",31.05. Health and physical education/fitness,36400.00,30
Doctoral degree,1,40. Physical sciences,40.02. Astronomy and astrophysics,52000.00,30
Doctoral degree,1,40. Physical sciences,40.05. Chemistry,24900.00,140
Doctoral degree,1,40. Physical sciences,40.06. Geological and Earth sciences/geosciences,49800.00,40
Doctoral degree,1,40. Physical sciences,40.08. Physics,10300.00,30
Doctoral degree,1,42. Psychology,"42.01. Psychology, general",61800.00,30
Doctoral degree,1,42. Psychology,"42.28. Clinical, counselling and applied psychology",72600.00,40
Doctoral degree,1,44. Public administration and social service professions,44.07. Social work,89900.00,30
Doctoral degree,1,45. Social sciences,45.11. Sociology,67200.00,40
Doctoral degree,1,51. Health professions and related programs,"51.14. Medical scientist (MS, MSc, PhD)",27400.00,90
Doctoral degree,1,51. Health professions and related programs,51.22. Public health,72600.00,50
Doctoral degree,1,51. Health professions and related programs,"51.38. Registered nursing, nursing administration, nursing research and clinical nursing",98600.00,60
Doctoral degree,1,54. History,54.01. History,50700.00,30
Certificate,2,"01. Agriculture, agriculture operations and related sciences",01.01. Agricultural business and management,39100.00,30
Certificate,2,"01. Agriculture, agriculture operations and related sciences",01.02. Agricultural mechanization,38700.00,70
Certificate,2,"01. Agriculture, agriculture operations and related sciences",01.03. Agricultural production operations,33000.00,40
Certificate,2,03. Natural resources and conservation,03.01. Natural resources conservation and research,28000.00,20
Certificate,2,10. Communications technologies/technicians and support services,10.03. Graphic communications,34900.00,100
Certificate,2,11. Computer and information sciences and support services,11.02. Computer programming,61900.00,30
Certificate,2,11. Computer and information sciences and support services,11.08. Computer software and media applications,50300.00,90
Certificate,2,11. Computer and information sciences and support services,11.09. Computer systems networking and telecommunications,50200.00,80
Certificate,2,11. Computer and information sciences and support services,11.10. Computer/information technology administration and management,50200.00,170
Certificate,2,12. Personal and culinary services,12.03. Funeral service and mortuary science,49100.00,30
Certificate,2,12. Personal and culinary services,12.04. Cosmetology and related personal grooming services,29400.00,50
Certificate,2,12. Personal and culinary services,12.05. Culinary arts and related services,30600.00,320
Certificate,2,15. Engineering technologies and engineering-related fields,15.05. Environmental control technologies/technicians,63500.00,170
Certificate,2,15. Engineering technologies and engineering-related fields,15.07. Quality control and safety technologies/technicians,53200.00,150
Certificate,2,15. Engineering technologies and engineering-related fields,15.09. Mining and petroleum technologies/technicians,82000.00,100
Certificate,2,15. Engineering technologies and engineering-related fields,15.11. Engineering-related technologies,61200.00,70
Certificate,2,15. Engineering technologies and engineering-related fields,15.12. Computer engineering technologies/technicians,60000.00,70
Certificate,2,15. Engineering technologies and engineering-related fields,15.13. Drafting/design engineering technologies/technicians,58700.00,110
Certificate,2,"16. Aboriginal and foreign languages, literatures and linguistics",16.16. Sign language,33500.00,20
Certificate,2,19. Family and consumer sciences/human sciences,"19.07. Human development, family studies and related services",21800.00,550
Certificate,2,22. Legal professions and studies,22.03. Legal support services,40800.00,70
Certificate,2,"24. Liberal arts and sciences, general studies and humanities","24.01. Liberal arts and sciences, general studies and humanities",35700.00,30
Certificate,2,"31. Parks, recreation, leisure and fitness studies",31.05. Health and physical education/fitness,35400.00,100
Certificate,2,43. Security and protective services,43.01. Criminal justice and corrections,44500.00,60
Certificate,2,43. Security and protective services,43.02. Fire protection,55800.00,640
Certificate,2,43. Security and protective services,"43.99. Security and protective services, other",50800.00,90
Certificate,2,46. Construction trades,46.02. Carpentry/carpenter,36400.00,100
Certificate,2,46. Construction trades,46.03. Electrical and power transmission installers,43600.00,220
Certificate,2,46. Construction trades,46.05. Plumbing and related water supply services,43400.00,100
Certificate,2,47. Mechanic and repair technologies/technicians,47.03. Heavy/industrial equipment maintenance technologies,57700.00,220
Certificate,2,47. Mechanic and repair technologies/technicians,47.05. Stationary energy sources installer and operatorCAN,98100.00,1000
Certificate,2,47. Mechanic and repair technologies/technicians,47.06. Vehicle maintenance and repair technologies,40800.00,520
Certificate,2,48. Precision production,48.05. Precision metal working,41700.00,220
Certificate,2,48. Precision production,48.07. Woodworking,39400.00,170
Certificate,2,49. Transportation and materials moving,49.02. Ground transportation,43700.00,220
Certificate,2,50. Visual and performing arts,50.04. Design and applied arts,29200.00,80
Certificate,2,51. Health professions and related programs,51.06. Dental support services and allied professions,44900.00,440
Certificate,2,51. Health professions and related programs,51.07. Health and medical administrative services,37400.00,1520
Certificate,2,51. Health professions and related programs,51.08. Allied health and medical assisting services,41900.00,2550
Certificate,2,51. Health professions and related programs,"51.09. Allied health diagnostic, intervention and treatment professions",42000.00,260
Certificate,2,51. Health professions and related programs,51.15. Mental and social health services and allied professions,36900.00,70
Certificate,2,51. Health professions and related programs,51.18. Ophthalmic and optometric support services and allied professions,54300.00,100
Certificate,2,51. Health professions and related programs,51.26. Health aides/attendants/orderlies,34200.00,3440
Certificate,2,51. Health professions and related programs,"51.38. Registered nursing, nursing administration, nursing research and clinical nursing",82100.00,320
Certificate,2,51. Health professions and related programs,"51.39. Practical nursing, vocational nursing and nursing assistants",46800.00,50
Certificate,2,"52. Business, management, marketing and related support services","52.02. Business administration, management and operations",39600.00,250
Certificate,2,"52. Business, management, marketing and related support services",52.03. Accounting and related services,43200.00,550
Certificate,2,"52. Business, management, marketing and related support services",52.04. Business operations support and assistant services,37300.00,1340
Certificate,2,"52. Business, management, marketing and related support services",52.08. Finance and financial management services,31500.00,50
Certificate,2,"52. Business, management, marketing and related support services",52.09. Hospitality administration/management,33200.00,50
Certificate,2,"52. Business, management, marketing and related support services",52.10. Human resources management and services,53800.00,290
Certificate,2,"52. Business, management, marketing and related support services",52.14. Marketing,33400.00,30
Certificate,2,"52. Business, management, marketing and related support services","52.19. Specialized sales, merchandising and marketing operations",33600.00,90
Diploma,2,"01. Agriculture, agriculture operations and related sciences",01.01. Agricultural business and management,42300.00,80
Diploma,2,"01. Agriculture, agriculture operations and related sciences",01.03. Agricultural production operations,36600.00,100
